idx,u,name_npccL,bus1_idx,bus2_idx,Sn,fn,Vn1,Vn2,r,x,b,g,b1,g1,b2,g2,trans,tap,phi,bus1_name,bus1_area,bus1_xcoor,bus1_ycoor,bus1_zone,bus2_name,bus2_area,bus2_xcoor,bus2_ycoor,bus2_zone,voltageCla
Line_41,"1",Line_41,"41","42","100","60",115.000000000000000,115.000000000000000,0.001800000000000,0.008900000000000,0.070000000000000,"0","0","0","0","0","0","1","0",ROTTERDAM,"2",-73.780000000000001,43.085999999999999,"1",ALBANY,"2",-73.628000000000000,42.701999999999998,"1",100-200
Line_42,"1",Line_42,"41","45","100","60",115.000000000000000,115.000000000000000,0.077600000000000,0.224100000000000,0.130000000000000,"0","0","0","0","0","0","1","0",ROTTERDAM,"2",-73.780000000000001,43.085999999999999,"1",PORTER,"2",-75.239999999999995,43.131000000000000,"1",100-200
Line_43,"1",Line_43,"43","44","100","60",345.000000000000000,230.000000000000000,0.000000000000000,0.011000000000000,0.000000000000000,"0","0","0","0","0","0","1","0",EDIC,"2",-75.239999999999995,42.893999999999998,"1",PORTER,"2",-75.135999999999996,43.012999999999998,"1","345"
Line_44,"1",Line_44,"43","50","100","60",345.000000000000000,345.000000000000000,0.002500000000000,0.026800000000000,0.400000000000000,"0","0","0","0","0","0","1","0",EDIC,"2",-75.239999999999995,42.893999999999998,"1",CLAY,"2",-76.332999999999998,43.305999999999997,"1","345"
Line_45,"1",Line_45,"43","50","100","60",345.000000000000000,345.000000000000000,0.002500000000000,0.026800000000000,0.400000000000000,"0","0","0","0","0","0","1","0",EDIC,"2",-75.239999999999995,42.893999999999998,"1",CLAY,"2",-76.332999999999998,43.305999999999997,"1","345"
Line_46,"1",Line_46,"44","45","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.020500000000000,0.000000000000000,"0","0","0","0","0","0","1","0",PORTER,"2",-75.135999999999996,43.012999999999998,"1",PORTER,"2",-75.239999999999995,43.131000000000000,"1",220/230
Line_47,"1",Line_47,"44","48","100","60",230.000000000000000,230.000000000000000,0.015000000000000,0.105000000000000,0.790000000000000,"0","0","0","0","0","0","1","0",PORTER,"2",-75.135999999999996,43.012999999999998,"1",MOSES E,"2",-74.820999999999998,44.845999999999997,"1",220/230
Line_48,"1",Line_48,"45","46","100","60",115.000000000000000,115.000000000000000,0.123500000000000,0.354800000000000,0.160000000000000,"0","0","0","0","0","0","1","0",PORTER,"2",-75.239999999999995,43.131000000000000,"1",COLTON,"2",-75.051000000000002,44.427999999999997,"1",100-200
Line_49,"1",Line_49,"45","51","100","60",115.000000000000000,115.000000000000000,0.060500000000000,0.189600000000000,0.080000000000000,"0","0","0","0","0","0","1","0",PORTER,"2",-75.239999999999995,43.131000000000000,"1",CLAY,"2",-76.260999999999996,42.939000000000000,"1",100-200
Line_50,"1",Line_50,"45","71","100","60",115.000000000000000,115.000000000000000,0.175100000000000,0.557500000000000,0.120000000000000,"0","0","0","0","0","0","1","0",PORTER,"2",-75.239999999999995,43.131000000000000,"1",BINGHAMTON,"2",-75.789000000000001,42.329999999999998,"1",100-200
Line_51,"1",Line_51,"46","47","100","60",115.000000000000000,230.000000000000000,0.063200000000000,0.121000000000000,0.050000000000000,"0","0","0","0","0","0","1","0",COLTON,"2",-75.051000000000002,44.427999999999997,"1",MOSES W,"2",-75.210999999999999,44.654000000000003,"1",100-200
Line_52,"1",Line_52,"46","49","100","60",115.000000000000000,115.000000000000000,0.164000000000000,0.578000000000000,0.060000000000000,"0","0","0","0","0","0","1","0",COLTON,"2",-75.051000000000002,44.427999999999997,"1",PLATTSBURGH,"2",-74.134000000000000,44.698999999999998,"1",100-200
Line_53,"1",Line_53,"47","48","100","60",230.000000000000000,230.000000000000000,0.000000000000000,0.033000000000000,0.000000000000000,"0","0","0","0","0","0","1","0",MOSES W,"2",-75.210999999999999,44.654000000000003,"1",MOSES E,"2",-74.820999999999998,44.845999999999997,"1",220/230
Line_220,"1",Line_220,"49","48","100","60",115.000000000000000,230.000000000000000,0.015600000000000,0.153600000000000,0.000000000000000,"0","0","0","0","0","1","1","0",PLATTSBURGH,"2",-74.134000000000000,44.698999999999998,"1",MOSES E,"2",-74.820999999999998,44.845999999999997,"1",100-200
Line_221,"1",Line_221,"48","100","100","60",230.000000000000000,220.000000000000000,0.001000000000000,0.159500000000000,0.000000000000000,"0","0","0","0","0","1","1","0",MOSES E,"2",-74.820999999999998,44.845999999999997,"1",PHAS,"4",-74.852999999999994,45.066000000000003,"1",220/230
Line_54,"1",Line_54,"50","51","100","60",345.000000000000000,115.000000000000000,0.000000000000000,0.020700000000000,0.000000000000000,"0","0","0","0","0","0","1","0",CLAY,"2",-76.332999999999998,43.305999999999997,"1",CLAY,"2",-76.260999999999996,42.939000000000000,"1","345"
Line_55,"1",Line_55,"50","52","100","60",345.000000000000000,345.000000000000000,0.002000000000000,0.022000000000000,1.280000000000000,"0","0","0","0","0","0","1","0",CLAY,"2",-76.332999999999998,43.305999999999997,"1",ROCHESTER,"2",-77.481999999999999,43.311999999999998,"1","345"
Line_56,"1",Line_56,"51","53","100","60",115.000000000000000,115.000000000000000,0.084400000000000,0.216100000000000,0.220000000000000,"0","0","0","0","0","0","1","0",CLAY,"2",-76.260999999999996,42.939000000000000,"1",ROCHESTER,"2",-77.777000000000001,42.889000000000003,"1",100-200
Line_57,"1",Line_57,"51","72","100","60",115.000000000000000,115.000000000000000,0.005100000000000,0.023200000000000,0.300000000000000,"0","0","0","0","0","0","1","0",CLAY,"2",-76.260999999999996,42.939000000000000,"1",LAPEER,"2",-76.093000000000004,42.634999999999998,"1",100-200
Line_222,"1",Line_222,"54","52","100","60",230.000000000000000,345.000000000000000,0.002000000000000,0.023300000000000,0.000000000000000,"0","0","0","0","0","1","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",ROCHESTER,"2",-77.481999999999999,43.311999999999998,"1",220/230
Line_58,"1",Line_58,"52","53","100","60",345.000000000000000,115.000000000000000,0.001400000000000,0.038800000000000,0.000000000000000,"0","0","0","0","0","0","1","0",ROCHESTER,"2",-77.481999999999999,43.311999999999998,"1",ROCHESTER,"2",-77.777000000000001,42.889000000000003,"1","345"
Line_59,"1",Line_59,"53","55","100","60",115.000000000000000,230.000000000000000,0.030000000000000,0.107000000000000,0.300000000000000,"0","0","0","0","0","0","1","0",ROCHESTER,"2",-77.777000000000001,42.889000000000003,"1",NIAGARA E,"2",-78.590999999999994,42.996000000000002,"1",100-200
Line_60,"1",Line_60,"53","65","100","60",115.000000000000000,115.000000000000000,0.035000000000000,0.080000000000000,0.050000000000000,"0","0","0","0","0","0","1","0",ROCHESTER,"2",-77.777000000000001,42.889000000000003,"1",GESONIDGE,"2",-76.977999999999994,42.628999999999998,"1",100-200
Line_223,"1",Line_223,"54","55","100","60",230.000000000000000,230.000000000000000,0.000000000000000,0.013000000000000,0.000000000000000,"0","0","0","0","0","1","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",NIAGARA E,"2",-78.590999999999994,42.996000000000002,"1",220/230
Line_61,"1",Line_61,"54","56","100","60",230.000000000000000,230.000000000000000,0.010000000000000,0.008000000000000,0.070000000000000,"0","0","0","0","0","0","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",HUNTLEY,"2",-78.742999999999995,43.311999999999998,"1",220/230
Line_62,"1",Line_62,"54","62","100","60",230.000000000000000,230.000000000000000,0.008000000000000,0.069000000000000,0.130000000000000,"0","0","0","0","0","0","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",STOLLE RD,"2",-78.254999999999995,42.707999999999998,"1",220/230
Line_63,"1",Line_63,"54","102","100","60",230.000000000000000,220.000000000000000,0.001600000000000,0.024800000000000,0.060000000000000,"0","0","0","0","0","0","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",BP 76,"4",-79.349000000000004,43.265999999999998,"1",220/230
Line_64,"1",Line_64,"54","103","100","60",230.000000000000000,220.000000000000000,0.001600000000000,0.024800000000000,0.060000000000000,"0","0","0","0","0","0","1","0",NIAGARA W,"2",-78.352000000000004,43.125000000000000,"1",PA 27,"4",-79.316999999999993,43.069000000000003,"1",220/230
Line_65,"1",Line_65,"55","57","100","60",230.000000000000000,115.000000000000000,0.007400000000000,0.040000000000000,0.020000000000000,"0","0","0","0","0","0","1","0",NIAGARA E,"2",-78.590999999999994,42.996000000000002,"1",HUNTLEY,"2",-79.125000000000000,42.911000000000001,"1",220/230
Line_66,"1",Line_66,"55","59","100","60",230.000000000000000,115.000000000000000,0.016000000000000,0.081700000000000,0.040000000000000,"0","0","0","0","0","0","1","0",NIAGARA E,"2",-78.590999999999994,42.996000000000002,"1",GARDENVILLE,"2",-78.796999999999997,42.561000000000000,"1",220/230
Line_224,"1",Line_224,"56","57","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.142000000000000,0.000000000000000,"0","0","0","0","0","1","1","0",HUNTLEY,"2",-78.742999999999995,43.311999999999998,"1",HUNTLEY,"2",-79.125000000000000,42.911000000000001,"1",220/230
Line_67,"1",Line_67,"56","58","100","60",230.000000000000000,230.000000000000000,0.002000000000000,0.015000000000000,0.110000000000000,"0","0","0","0","0","0","1","0",HUNTLEY,"2",-78.742999999999995,43.311999999999998,"1",GARDENVILLE,"2",-79.132999999999996,42.713999999999999,"1",220/230
Line_68,"1",Line_68,"57","59","100","60",115.000000000000000,115.000000000000000,0.014000000000000,0.068000000000000,0.030000000000000,"0","0","0","0","0","0","1","0",HUNTLEY,"2",-79.125000000000000,42.911000000000001,"1",GARDENVILLE,"2",-78.796999999999997,42.561000000000000,"1",100-200
Line_225,"1",Line_225,"58","59","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.009300000000000,0.000000000000000,"0","0","0","0","0","1","1","0",GARDENVILLE,"2",-79.132999999999996,42.713999999999999,"1",GARDENVILLE,"2",-78.796999999999997,42.561000000000000,"1",220/230
Line_69,"1",Line_69,"58","60","100","60",230.000000000000000,230.000000000000000,0.003500000000000,0.034400000000000,0.270000000000000,"0","0","0","0","0","0","1","0",GARDENVILLE,"2",-79.132999999999996,42.713999999999999,"1",DUNKIRK,"2",-79.314999999999998,42.329999999999998,"1",220/230
Line_70,"1",Line_70,"58","62","100","60",230.000000000000000,230.000000000000000,0.002000000000000,0.018000000000000,0.030000000000000,"0","0","0","0","0","0","1","0",GARDENVILLE,"2",-79.132999999999996,42.713999999999999,"1",STOLLE RD,"2",-78.254999999999995,42.707999999999998,"1",220/230
Line_71,"1",Line_71,"59","61","100","60",115.000000000000000,115.000000000000000,0.068000000000000,0.143000000000000,0.060000000000000,"0","0","0","0","0","0","1","0",GARDENVILLE,"2",-78.796999999999997,42.561000000000000,"1",DUNKIRK,"2",-78.828000000000003,42.234000000000002,"1",100-200
Line_226,"1",Line_226,"60","61","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.064000000000000,0.000000000000000,"0","0","0","0","0","1","1","0",DUNKIRK,"2",-79.314999999999998,42.329999999999998,"1",DUNKIRK,"2",-78.828000000000003,42.234000000000002,"1",220/230
Line_72,"1",Line_72,"60","140","100","60",230.000000000000000,230.000000000000000,0.003900000000000,0.036300000000000,0.070000000000000,"0","0","0","0","0","0","1","0",DUNKIRK,"2",-79.314999999999998,42.329999999999998,"1",TE,"6",-79.283000000000001,41.951999999999998,"1",220/230
Line_73,"1",Line_73,"62","63","100","60",230.000000000000000,230.000000000000000,0.012900000000000,0.080300000000000,0.150000000000000,"0","0","0","0","0","0","1","0",STOLLE RD,"2",-78.254999999999995,42.707999999999998,"1",MEYER,"2",-77.823999999999998,42.420000000000002,"1",220/230
Line_74,"1",Line_74,"63","64","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.046000000000000,0.000000000000000,"0","0","0","0","0","0","1","0",MEYER,"2",-77.823999999999998,42.420000000000002,"1",MEYER,"2",-77.591999999999999,42.408999999999999,"1",220/230
Line_75,"1",Line_75,"63","67","100","60",230.000000000000000,230.000000000000000,0.012000000000000,0.093000000000000,0.180000000000000,"0","0","0","0","0","0","1","0",MEYER,"2",-77.823999999999998,42.420000000000002,"1",WRHL,"2",-77.040999999999997,41.951999999999998,"1",220/230
Line_76,"1",Line_76,"64","65","100","60",115.000000000000000,115.000000000000000,0.035000000000000,0.080000000000000,0.050000000000000,"0","0","0","0","0","0","1","0",MEYER,"2",-77.591999999999999,42.408999999999999,"1",GESONIDGE,"2",-76.977999999999994,42.628999999999998,"1",100-200
Line_77,"1",Line_77,"64","68","100","60",115.000000000000000,115.000000000000000,0.098800000000000,0.231000000000000,0.130000000000000,"0","0","0","0","0","0","1","0",MEYER,"2",-77.591999999999999,42.408999999999999,"1",HILLSIDE,"2",-76.713999999999999,42.149999999999999,"1",100-200
Line_78,"1",Line_78,"66","67","100","60",345.000000000000000,230.000000000000000,0.000000000000000,0.023100000000000,0.000000000000000,"0","0","0","0","0","0","1","0",WATERCURE,"2",-76.203000000000003,41.862000000000002,"1",WRHL,"2",-77.040999999999997,41.951999999999998,"1","345"
Line_79,"1",Line_79,"66","69","100","60",345.000000000000000,345.000000000000000,0.001800000000000,0.027400000000000,0.270000000000000,"0","0","0","0","0","0","1","0",WATERCURE,"2",-76.203000000000003,41.862000000000002,"1",BINGHAMTON,"2",-75.397000000000006,42.009000000000000,"1","345"
Line_80,"1",Line_80,"66","134","100","60",345.000000000000000,230.000000000000000,0.000760000000000,0.011410000000000,1.160000000000000,"0","0","0","0","0","0","1","0",WATERCURE,"2",-76.203000000000003,41.862000000000002,"1",HOMER CITY,"6",-78.825999999999993,41.072000000000003,"1","345"
Line_81,"1",Line_81,"67","68","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.049000000000000,0.000000000000000,"0","0","0","0","0","0","1","0",WRHL,"2",-77.040999999999997,41.951999999999998,"1",HILLSIDE,"2",-76.713999999999999,42.149999999999999,"1",220/230
Line_82,"1",Line_82,"67","70","100","60",230.000000000000000,230.000000000000000,0.007000000000000,0.061900000000000,0.120000000000000,"0","0","0","0","0","0","1","0",WRHL,"2",-77.040999999999997,41.951999999999998,"1",BINGHAMTON,"2",-75.988000000000000,42.014000000000003,"1",220/230
Line_83,"1",Line_83,"67","138","100","60",230.000000000000000,230.000000000000000,0.006300000000000,0.049100000000000,0.090000000000000,"0","0","0","0","0","0","1","0",WRHL,"2",-77.040999999999997,41.951999999999998,"1",E TOMANO,"6",-76.266000000000005,41.715000000000003,"1",220/230
Line_84,"1",Line_84,"68","71","100","60",115.000000000000000,115.000000000000000,0.120300000000000,0.204800000000000,0.070000000000000,"0","0","0","0","0","0","1","0",HILLSIDE,"2",-76.713999999999999,42.149999999999999,"1",BINGHAMTON,"2",-75.789000000000001,42.329999999999998,"1",100-200
Line_85,"1",Line_85,"69","71","100","60",345.000000000000000,115.000000000000000,0.000000000000000,0.037500000000000,0.000000000000000,"0","0","0","0","0","0","1","0",BINGHAMTON,"2",-75.397000000000006,42.009000000000000,"1",BINGHAMTON,"2",-75.789000000000001,42.329999999999998,"1","345"
Line_86,"1",Line_86,"70","71","100","60",230.000000000000000,115.000000000000000,0.000000000000000,0.049000000000000,0.000000000000000,"0","0","0","0","0","0","1","0",BINGHAMTON,"2",-75.988000000000000,42.014000000000003,"1",BINGHAMTON,"2",-75.789000000000001,42.329999999999998,"1",220/230
Line_87,"1",Line_87,"71","72","100","60",115.000000000000000,115.000000000000000,0.005300000000000,0.013500000000000,0.100000000000000,"0","0","0","0","0","0","1","0",BINGHAMTON,"2",-75.789000000000001,42.329999999999998,"1",LAPEER,"2",-76.093000000000004,42.634999999999998,"1",100-200
Line_32,"1",Line_32,"35","73","100","60",345.000000000000000,345.000000000000000,0.002300000000000,0.036300000000000,0.380000000000000,"0","0","0","0","0","0","1","0",SOUTHINGTEN,"1",-73.186999999999998,41.563000000000002,"1",PLEASANT VLY,"3",-73.641000000000005,41.579999999999998,"1","345"
Line_88,"1",Line_88,"73","74","100","60",345.000000000000000,345.000000000000000,0.002200000000000,0.019600000000000,0.340000000000000,"0","0","0","0","0","0","1","0",PLEASANT VLY,"3",-73.641000000000005,41.579999999999998,"1",MILLWOOD,"3",-73.769000000000005,41.304000000000002,"1","345"
Line_89,"1",Line_89,"73","74","100","60",345.000000000000000,345.000000000000000,0.002200000000000,0.019600000000000,0.340000000000000,"0","0","0","0","0","0","1","0",PLEASANT VLY,"3",-73.641000000000005,41.579999999999998,"1",MILLWOOD,"3",-73.769000000000005,41.304000000000002,"1","345"
Line_90,"1",Line_90,"74","77","100","60",345.000000000000000,345.000000000000000,0.000300000000000,0.004300000000000,0.080000000000000,"0","0","0","0","0","0","1","0",MILLWOOD,"3",-73.769000000000005,41.304000000000002,"1",BUCHANAN,"3",-74.120000000000005,41.359999999999999,"1","345"
Line_91,"1",Line_91,"74","78","100","60",345.000000000000000,345.000000000000000,0.000500000000000,0.004500000000000,0.320000000000000,"0","0","0","0","0","0","1","0",MILLWOOD,"3",-73.769000000000005,41.304000000000002,"1",CE UG,"3",-73.424000000000007,40.773000000000003,"1","345"
Line_92,"1",Line_92,"74","78","100","60",345.000000000000000,345.000000000000000,0.000500000000000,0.004500000000000,0.320000000000000,"0","0","0","0","0","0","1","0",MILLWOOD,"3",-73.769000000000005,41.304000000000002,"1",CE UG,"3",-73.424000000000007,40.773000000000003,"1","345"
Line_227,"1",Line_227,"75","76","100","60",138.000000000000000,345.000000000000000,0.000100000000000,0.007400000000000,0.000000000000000,"0","0","0","0","0","1","1","0",RAMAPO,"3",-74.861000000000004,41.078000000000003,"1",RAMAPO,"3",-74.311000000000007,41.173999999999999,"1",100-200
Line_93,"1",Line_93,"75","124","100","60",138.000000000000000,230.000000000000000,0.000700000000000,0.017500000000000,1.390000000000000,"0","0","0","0","0","0","1","0",RAMAPO,"3",-74.861000000000004,41.078000000000003,"1",BRANCHBURG,"6",-74.709000000000003,40.627000000000002,"1",100-200
Line_94,"1",Line_94,"76","77","100","60",345.000000000000000,345.000000000000000,0.003000000000000,0.006800000000000,1.370000000000000,"0","0","0","0","0","0","1","0",RAMAPO,"3",-74.311000000000007,41.173999999999999,"1",BUCHANAN,"3",-74.120000000000005,41.359999999999999,"1","345"
Line_95,"1",Line_95,"78","79","100","60",345.000000000000000,22.000000000000000,0.000300000000000,0.015300000000000,0.000000000000000,"0","0","0","0","0","0","1","0",CE UG,"3",-73.424000000000007,40.773000000000003,"1",RAV A-3,"3",-73.263999999999996,40.378999999999998,"1","345"
Line_96,"1",Line_96,"78","80","100","60",345.000000000000000,138.000000000000000,0.013500000000000,0.058200000000000,0.500000000000000,"0","0","0","0","0","0","1","0",CE UG,"3",-73.424000000000007,40.773000000000003,"1",NORTHPORT,"3",-73.144999999999996,40.851999999999997,"1","345"
Line_97,"1",Line_97,"78","81","100","60",345.000000000000000,345.000000000000000,0.000500000000000,0.027600000000000,0.000000000000000,"0","0","0","0","0","0","1","0",CE UG,"3",-73.424000000000007,40.773000000000003,"1",GOETHALS,"3",-73.775000000000006,40.491000000000000,"1","345"
Line_98,"1",Line_98,"78","82","100","60",345.000000000000000,22.000000000000000,0.000500000000000,0.030800000000000,0.000000000000000,"0","0","0","0","0","0","1","0",CE UG,"3",-73.424000000000007,40.773000000000003,"1",AK-3,"3",-73.783000000000001,40.744999999999997,"1","345"
Line_99,"1",Line_99,"81","125","100","60",345.000000000000000,230.000000000000000,0.000100000000000,0.001100000000000,0.000000000000000,"0","0","0","0","0","0","1","0",GOETHALS,"3",-73.775000000000006,40.491000000000000,"1",LINDON,"6",-74.301000000000002,40.485999999999997,"1","345"
